flight,step,gap_minutes,gc_gap_km,raw_adsb_dist_km,baseline_dist_km,kalman_dist_km,gru_dist_km,adsc_true_dist_km,baseline_gap_km,kalman_gap_km,gru_gap_km,baseline_dev_km,kalman_dev_km,gru_dev_km,raw_co2_kg,baseline_co2_kg,kalman_co2_kg,gru_co2_kg,adsc_co2_kg
20240612_89644f_161423_163912,step1_raw_20240611_20240612,148.8,2216.8,4832.6,7049.4,7067.6,7057.2,7056.2,2187.2,2235.0,2176.9,0.2,84.1,13.5,91820.0,133938.0,134284.0,134086.0,134067.0
20240612_8964bc_145752_165159,step1_raw_20240611_20240612,248.2,3663.5,555.6,4219.1,4219.3,4258.9,4250.6,3634.0,3663.7,3543.9,0.1,17.5,86.2,10557.0,80162.0,80167.0,80920.0,80761.0
20240612_a05648_160617_164826,step1_raw_20240611_20240612,302.0,4369.0,1482.2,5851.2,5855.0,5963.3,5856.5,4340.1,4372.8,4323.1,1.2,80.0,116.9,28162.0,111172.0,111246.0,113303.0,111273.0
20240612_a11bc6_142850_150921,step1_raw_20240611_20240612,300.8,4397.6,1663.6,6061.2,6062.5,6126.8,6066.3,4368.5,4398.9,4341.9,1.2,46.6,89.4,31609.0,115163.0,115188.0,116409.0,115259.0
20240612_a1f90e_121122_123906,step1_raw_20240611_20240612,243.2,3446.1,1925.5,5371.6,5372.6,5377.7,5385.5,3417.9,3447.1,3384.5,0.7,34.7,56.8,36584.0,102060.0,102079.0,102177.0,102325.0
20240612_aab202_151158_162451,step1_raw_20240611_20240612,238.8,3297.1,1958.4,5255.5,5283.9,5352.6,5283.9,3269.7,3325.5,3233.5,0.7,176.4,134.3,37209.0,99855.0,100393.0,101700.0,100394.0
20240612_ab5c12_170418_173202,step1_raw_20240611_20240612,240.8,3290.1,2007.9,5297.9,5320.5,5367.0,5322.9,3262.9,3312.7,3222.0,0.7,157.9,145.9,38149.0,100660.0,101090.0,101974.0,101135.0
20240612_aba1c9_114715_121500,step1_raw_20240611_20240612,286.0,3918.1,2315.5,6233.6,6233.9,6246.5,6236.7,3890.8,3918.5,3860.0,1.0,21.7,33.1,43994.0,118438.0,118445.0,118684.0,118497.0
20240612_ae29fd_145432_154845,step1_raw_20240611_20240612,255.2,3351.1,2396.2,5747.4,5753.9,5850.6,5766.8,3325.0,3357.7,3286.7,0.7,88.5,161.9,45528.0,109200.0,109325.0,111162.0,109569.0
20240612_c023c5_155146_170509,step1_raw_20240611_20240612,253.8,3570.4,1790.0,5360.4,5377.4,5376.0,5380.7,3542.4,3587.5,3510.0,0.8,145.3,52.7,34009.0,101847.0,102171.0,102144.0,102234.0
20250301_3c4b2a_173209_195634,step1_raw_2025-03-01_to_2025-04-01,256.8,3363.5,2436.6,5800.1,5802.3,5884.9,5813.9,3337.4,3365.6,3318.5,0.7,50.6,58.2,46296.0,110202.0,110243.0,111813.0,110464.0
20250301_4ba959_190800_215049,step1_raw_2025-03-01_to_2025-04-01,264.8,3421.4,3504.5,6925.9,6929.2,7454.0,6975.4,3395.7,3424.6,3468.3,0.7,60.8,343.1,66586.0,131593.0,131654.0,141627.0,132533.0
20250302_0201a4_194551_215039,step1_raw_2025-03-01_to_2025-04-01,297.2,4022.9,828.8,4851.7,4853.6,5349.3,4853.4,3995.9,4024.7,3951.7,1.1,53.0,376.8,15748.0,92183.0,92218.0,101637.0,92215.0
20250302_89640a_163509_184511,step1_raw_2025-03-01_to_2025-04-01,277.8,3718.0,3073.4,6791.4,6799.5,7166.5,6814.2,3691.3,3726.2,3681.2,0.9,103.5,304.3,58394.0,129036.0,129191.0,136164.0,129470.0
20250304_4ba953_191906_215613,step1_raw_2025-03-01_to_2025-04-01,256.2,3466.8,2486.2,5953.0,5961.9,6009.9,5975.1,3439.8,3475.8,3377.4,0.8,104.3,98.9,47237.0,113107.0,113277.0,114187.0,113527.0
20250304_4bb144_192206_215822,step1_raw_2025-03-01_to_2025-04-01,252.8,3398.5,3065.5,6464.0,6465.0,6477.1,6493.8,3371.7,3399.5,3344.9,0.7,33.5,30.6,58245.0,122816.0,122836.0,123065.0,123383.0
20250304_a92d6d_201021_222220,step1_raw_2025-03-01_to_2025-04-01,257.0,3550.4,2289.7,5840.0,5870.9,6159.4,5862.5,3522.9,3581.3,3523.2,0.8,196.4,254.5,43504.0,110961.0,111548.0,117029.0,111387.0
20250310_400685_181456_204133,step1_raw_2025-03-01_to_2025-04-01,330.8,4637.4,940.4,5577.8,5580.8,5628.9,5618.6,4609.4,4640.4,4582.8,1.3,71.6,176.4,17868.0,105978.0,106036.0,106950.0,106754.0
20250310_461f08_191353_213810,step1_raw_2025-03-01_to_2025-04-01,277.2,3996.9,2168.0,6164.9,6171.2,6173.4,6239.4,3968.2,4003.2,3919.8,0.9,94.7,68.8,41192.0,117134.0,117253.0,117294.0,118548.0
20250310_4ca87d_191327_212126,step1_raw_2025-03-01_to_2025-04-01,222.5,3377.2,3172.5,6549.7,6550.8,6684.1,6556.6,3346.9,3378.3,3333.6,0.7,36.5,126.1,60278.0,124445.0,124466.0,126999.0,124575.0
20250311_345251_180945_201353,step1_raw_2025-03-01_to_2025-04-01,245.8,3715.0,870.3,4585.3,4586.8,4690.2,4608.1,3684.9,3716.4,3617.7,0.9,43.7,207.5,16536.0,87121.0,87149.0,89113.0,87554.0
20250311_406f77_165610_190058,step1_raw_2025-03-01_to_2025-04-01,225.0,3476.8,1879.8,5356.7,5358.1,5630.5,5385.3,3446.1,3478.3,3458.3,0.8,39.3,192.8,35717.0,101776.0,101804.0,106980.0,102321.0
20250311_4ba95a_190328_211328,step1_raw_2025-03-01_to_2025-04-01,268.2,4016.2,2533.8,6550.0,6554.4,6554.5,6554.8,3986.3,4020.6,3939.9,0.9,81.5,44.2,48142.0,124449.0,124534.0,124535.0,124542.0
20250311_4bb143_190234_210901,step1_raw_2025-03-01_to_2025-04-01,248.0,3756.6,2835.7,6592.3,6595.6,6650.7,6612.9,3726.5,3760.0,3682.5,0.8,64.6,132.1,53878.0,125254.0,125317.0,126363.0,125646.0
20250311_a290f3_151024_172322,step1_raw_2025-03-01_to_2025-04-01,215.2,3414.5,2367.3,5781.8,5783.7,5925.7,5792.2,3382.9,3416.4,3381.5,0.7,45.6,126.2,44978.0,109855.0,109891.0,112589.0,110051.0
20250312_4006c1_161053_182935,step1_raw_2025-03-01_to_2025-04-01,229.0,3384.8,1752.3,5137.1,5137.3,5227.0,5147.7,3355.4,3384.9,3321.8,0.7,13.4,102.3,33294.0,97605.0,97608.0,99314.0,97806.0
20250312_491267_153513_174328,step1_raw_2025-03-01_to_2025-04-01,225.5,3414.2,1628.2,5042.4,5043.6,5131.9,5054.0,3384.1,3415.4,3362.3,0.7,35.2,88.0,30936.0,95806.0,95829.0,97506.0,96025.0
20250312_aac337_152601_173141,step1_raw_2025-03-01_to_2025-04-01,260.5,3763.7,1533.6,5297.3,5297.3,5793.9,5306.1,3734.8,3763.7,3740.6,1.0,6.8,370.5,29139.0,100648.0,100648.0,110083.0,100816.0
20250313_0201a3_192505_212953,step1_raw_2025-03-01_to_2025-04-01,314.8,4459.4,467.6,4927.0,4931.1,5314.6,4929.5,4431.2,4463.5,4342.6,1.3,83.5,362.4,8884.0,93612.0,93690.0,100978.0,93661.0
20250313_400685_194805_221302,step1_raw_2025-03-01_to_2025-04-01,257.0,3653.0,1511.0,5164.0,5191.8,5425.9,5176.9,3624.6,3680.8,3630.6,0.9,189.6,196.1,28709.0,98115.0,98645.0,103091.0,98360.0
20250313_400775_162713_184556,step1_raw_2025-03-01_to_2025-04-01,236.2,3354.1,1812.9,5167.0,5172.7,5289.3,5194.0,3325.8,3359.8,3310.1,0.7,79.4,100.4,34445.0,98174.0,98281.0,100497.0,98686.0
20250313_4b187b_205457_231116,step1_raw_2025-03-01_to_2025-04-01,299.0,4071.2,1912.1,5983.3,5984.6,6221.1,6030.7,4044.0,4072.4,4039.5,1.1,42.7,279.5,36330.0,113682.0,113706.0,118202.0,114583.0
20250313_4b1887_151458_174410,step1_raw_2025-03-01_to_2025-04-01,330.5,4474.3,1576.5,6050.9,6055.6,6616.3,6114.9,4447.3,4479.1,4552.5,1.3,89.1,426.0,29954.0,114966.0,115057.0,125711.0,116183.0
20250313_4bb148_191316_214426,step1_raw_2025-03-01_to_2025-04-01,248.8,3374.7,3067.4,6442.1,6445.4,6474.5,6478.4,3347.7,3378.0,3322.9,0.7,60.4,37.1,58281.0,122400.0,122463.0,123016.0,123090.0
20250313_aa2184_162016_182107,step1_raw_2025-03-01_to_2025-04-01,286.2,4085.0,1683.5,5768.5,5770.9,6312.0,5805.6,4056.5,4087.4,4134.3,1.1,62.3,397.1,31987.0,109601.0,109648.0,119927.0,110306.0
20250313_aa9801_163152_183430,step1_raw_2025-03-01_to_2025-04-01,287.8,4080.3,1689.0,5769.3,5771.1,6302.5,5806.2,4052.0,4082.1,4125.0,1.1,52.8,390.3,32091.0,109616.0,109651.0,119747.0,110318.0
20250313_aabf80_141319_163849,step1_raw_2025-03-01_to_2025-04-01,313.8,4395.3,1584.0,5979.3,5979.3,6518.1,6017.1,4367.4,4395.3,4430.3,1.3,1.6,429.7,30096.0,113607.0,113607.0,123844.0,114324.0
20250313_add295_173200_193604,step1_raw_2025-03-01_to_2025-04-01,244.2,3556.2,1825.4,5381.6,5398.4,5665.3,5396.4,3527.2,3573.0,3528.8,0.8,143.9,225.4,34682.0,102250.0,102570.0,107641.0,102532.0
20250313_c01759_160647_183311,step1_raw_2025-03-01_to_2025-04-01,248.0,3415.9,1784.6,5200.5,5200.5,5395.4,5220.3,3388.4,3415.9,3366.2,0.8,1.6,174.4,33907.0,98809.0,98809.0,102513.0,99185.0
20250313_c05aac_201820_222323,step1_raw_2025-03-01_to_2025-04-01,229.2,3306.4,1894.2,5200.7,5203.6,5274.3,5212.4,3277.7,3309.3,3249.8,0.7,55.8,78.6,35991.0,98813.0,98868.0,100212.0,99036.0
20250314_3c4594_205633_225720,step1_raw_2025-03-01_to_2025-04-01,254.0,3583.3,1311.2,4894.5,4896.7,5082.7,4904.5,3555.2,3585.6,3549.0,0.8,52.7,155.1,24912.0,92995.0,93038.0,96571.0,93186.0
20250314_3c656b_205330_230058,step1_raw_2025-03-01_to_2025-04-01,301.2,4089.4,664.3,4753.7,4754.3,5046.7,4760.6,4062.3,4090.0,4070.8,1.1,31.4,266.1,12622.0,90320.0,90333.0,95888.0,90451.0
20250314_4005bc_184516_214029,step1_raw_2025-03-01_to_2025-04-01,320.5,4580.7,511.7,5092.4,5094.2,5140.3,5101.9,4552.2,4582.5,4526.1,1.3,54.8,155.0,9722.0,96756.0,96790.0,97665.0,96935.0
20250314_4b1880_173522_195110,step1_raw_2025-03-01_to_2025-04-01,269.5,3609.0,1273.4,4882.4,4901.7,5195.1,4895.5,3582.4,3628.4,3590.9,0.9,152.1,233.7,24194.0,92765.0,93133.0,98707.0,93015.0
20250314_4b1902_162256_192631,step1_raw_2025-03-01_to_2025-04-01,330.0,4663.5,1056.9,5720.4,5720.9,6136.4,5743.5,4635.3,4664.0,4701.3,1.4,27.8,319.4,20081.0,108687.0,108696.0,116591.0,109126.0
20250314_4ba955_192021_213213,step1_raw_2025-03-01_to_2025-04-01,249.5,3499.7,1199.1,4698.8,4706.6,4700.6,4715.1,3471.8,3507.5,3447.6,0.8,93.2,17.8,22784.0,89277.0,89426.0,89311.0,89587.0
20250314_c023bd_160744_184023,step1_raw_2025-03-01_to_2025-04-01,252.8,3559.5,1191.4,4750.9,4752.2,5058.5,4765.2,3531.5,3560.9,3533.7,0.8,39.4,247.8,22636.0,90267.0,90293.0,96112.0,90539.0
20250315_461f06_150242_170631,step1_raw_2025-03-01_to_2025-04-01,293.0,4029.5,849.2,4878.7,4891.1,4954.9,4896.8,4002.1,4041.8,3956.9,0.9,134.2,175.2,16136.0,92696.0,92931.0,94144.0,93039.0
20250315_4ca87d_184353_205530,step1_raw_2025-03-01_to_2025-04-01,279.0,3930.9,1229.3,5160.2,5160.8,5244.4,5178.9,3902.8,3931.4,3882.9,1.0,27.7,84.1,23357.0,98043.0,98054.0,99644.0,98398.0
20250315_4d20fe_193650_222447,step1_raw_2025-03-01_to_2025-04-01,237.8,3394.3,1355.8,4750.2,4750.2,4833.1,4783.1,3365.9,3394.3,3333.0,0.7,5.8,109.3,25761.0,90253.0,90253.0,91829.0,90878.0
20250316_3c6562_150037_180154,step1_raw_2025-03-01_to_2025-04-01,306.8,4378.4,1114.3,5492.7,5493.7,5527.7,5558.5,4349.9,4379.4,4318.6,1.2,40.8,148.7,21172.0,104361.0,104380.0,105027.0,105611.0
20250316_4005c0_180951_213025,step1_raw_2025-03-01_to_2025-04-01,310.5,4576.6,765.8,5342.4,5343.9,5407.9,5394.3,4547.2,4578.1,4512.2,1.3,50.2,174.5,14550.0,101505.0,101534.0,102750.0,102492.0
20250318_3c4b21_172049_194802,step1_raw_2025-03-01_to_2025-04-01,232.8,3250.3,1556.9,4807.1,4809.7,5164.8,4844.7,3222.5,3252.8,3268.1,0.6,52.5,234.8,29581.0,91336.0,91384.0,98131.0,92048.0
20250318_4b187e_164108_185810,step1_raw_2025-03-01_to_2025-04-01,269.5,3646.0,1388.5,5034.5,5038.3,5526.4,5091.2,3619.1,3649.9,3686.8,0.9,66.6,348.6,26381.0,95655.0,95728.0,105001.0,96733.0
20250318_4b1902_154243_180821,step1_raw_2025-03-01_to_2025-04-01,318.0,4415.2,751.9,5167.2,5167.3,5568.6,5203.5,4387.6,4415.4,4433.1,1.3,13.3,332.4,14287.0,98176.0,98179.0,105803.0,98866.0
20250319_4005c0_152300_180926,step1_raw_2025-03-01_to_2025-04-01,282.0,3765.9,1048.9,4814.8,4841.8,5414.4,4907.8,3739.3,3792.9,3851.1,0.9,191.6,366.4,19929.0,91482.0,91994.0,102874.0,93248.0
20250319_4006c0_201607_224136,step1_raw_2025-03-01_to_2025-04-01,307.5,4107.0,970.3,5077.3,5102.9,5646.4,5196.1,4080.4,4132.6,4209.2,1.1,194.7,442.8,18436.0,96468.0,96955.0,107281.0,98726.0
20250319_4007fa_194610_220711,step1_raw_2025-03-01_to_2025-04-01,275.5,3582.8,1003.4,4586.2,4590.5,5225.2,4653.5,3557.0,3587.1,3682.3,0.8,72.5,406.4,19065.0,87138.0,87220.0,99279.0,88416.0
20250319_4bb142_194506_220812,step1_raw_2025-03-01_to_2025-04-01,254.8,3438.9,1325.3,4764.2,4770.3,4802.9,4824.8,3412.0,3445.0,3368.6,0.7,84.8,101.0,25180.0,90519.0,90636.0,91254.0,91671.0
20250319_4d210b_180712_205600,step1_raw_2025-03-01_to_2025-04-01,239.2,3380.1,1460.5,4840.6,4840.6,5097.0,4848.7,3351.9,3380.1,3348.2,0.7,5.8,192.8,27749.0,91971.0,91971.0,96843.0,92125.0
20250319_5084a6_182338_203034,step1_raw_2025-03-01_to_2025-04-01,307.0,4251.7,787.2,5038.9,5039.0,5172.8,5040.7,4224.1,4251.8,4229.2,1.1,9.2,128.3,14957.0,95740.0,95741.0,98283.0,95772.0
20250319_896409_163431_185238,step1_raw_2025-03-01_to_2025-04-01,250.0,3323.9,1627.0,4950.8,4959.7,5234.7,4976.9,3297.4,3332.7,3313.7,0.7,99.5,208.2,30913.0,94066.0,94234.0,99459.0,94560.0
20250319_aa92fb_201512_224338,step1_raw_2025-03-01_to_2025-04-01,289.8,3834.7,1179.0,5013.7,5030.6,5549.2,5118.3,3808.3,3851.6,3906.4,0.9,152.8,368.6,22401.0,95259.0,95582.0,105434.0,97248.0
20250319_aac337_170955_191539,step1_raw_2025-03-01_to_2025-04-01,267.8,3399.8,1316.8,4716.6,4717.8,5046.4,4739.6,3374.5,3401.0,3397.3,0.7,38.3,257.9,25019.0,89615.0,89638.0,95881.0,90053.0
20250320_4005be_180554_200654,step1_raw_2025-03-01_to_2025-04-01,248.5,3395.8,1419.2,4815.0,4815.1,4863.3,4841.9,3368.5,3395.9,3352.2,0.7,10.2,13.5,26965.0,91485.0,91487.0,92402.0,91997.0
20250320_4b1887_142205_162546,step1_raw_2025-03-01_to_2025-04-01,329.2,4534.3,434.1,4968.4,4969.2,5434.2,5026.6,4506.8,4535.1,4602.1,1.3,35.7,383.0,8248.0,94400.0,94415.0,103249.0,95505.0
20250320_4b1901_160153_191406,step1_raw_2025-03-01_to_2025-04-01,351.5,4730.3,1008.1,5738.4,5740.3,6131.7,5780.7,4703.5,4732.2,4747.4,1.4,57.8,316.9,19155.0,109029.0,109067.0,116502.0,109833.0
20250320_4bb143_191740_214522,step1_raw_2025-03-01_to_2025-04-01,245.8,3316.6,1293.2,4609.8,4614.5,4819.8,4635.2,3289.7,3321.3,3273.8,0.7,70.8,184.1,24572.0,87587.0,87676.0,91576.0,88070.0
20250320_4d2131_164617_193008,step1_raw_2025-03-01_to_2025-04-01,229.0,3252.7,1432.5,4685.1,4685.1,4693.9,4694.7,3224.4,3252.7,3197.4,0.7,5.5,32.3,27217.0,89017.0,89018.0,89184.0,89199.0
20250320_a880ff_160450_182851,step1_raw_2025-03-01_to_2025-04-01,329.2,4365.6,759.2,5124.8,5224.5,5628.3,5288.2,4339.2,4465.2,4404.3,1.3,410.5,394.9,14425.0,97372.0,99265.0,106938.0,100476.0
20250320_aaa364_143340_163345,step1_raw_2025-03-01_to_2025-04-01,230.0,3264.3,1277.7,4542.0,4542.1,4810.0,4545.2,3236.0,3264.3,3229.2,0.7,5.4,217.1,24277.0,86298.0,86299.0,91391.0,86358.0
20250321_400775_153152_175035,step1_raw_2025-03-01_to_2025-04-01,238.8,3360.6,1443.9,4804.5,4806.0,5265.3,4812.8,3332.6,3362.1,3395.0,0.7,41.7,305.4,27434.0,91286.0,91314.0,100041.0,91442.0
20250321_4b1901_173727_200243,step1_raw_2025-03-01_to_2025-04-01,244.5,3282.4,1466.3,4748.7,4754.8,5028.1,4758.1,3255.6,3288.5,3278.3,0.7,84.6,205.2,27859.0,90224.0,90341.0,95534.0,90404.0
20250321_4bb141_192229_215558,step1_raw_2025-03-01_to_2025-04-01,255.0,3445.1,1239.3,4684.4,4754.0,4856.4,4727.5,3418.2,3514.6,3427.0,0.7,295.7,134.0,23548.0,89004.0,90326.0,92272.0,89823.0
20250321_4bb145_183146_211815,step1_raw_2025-03-01_to_2025-04-01,263.8,3578.4,1368.5,4946.8,4966.8,5120.0,4965.6,3551.4,3598.3,3558.6,0.8,158.8,144.9,26001.0,93989.0,94369.0,97280.0,94346.0
20250321_4d2130_143536_181310,step1_raw_2025-03-01_to_2025-04-01,281.0,3793.6,1340.9,5134.5,5134.7,5518.9,5148.8,3766.7,3793.8,3739.7,1.0,16.1,312.2,25478.0,97556.0,97560.0,104860.0,97826.0
20250321_a6286f_191836_214331,step1_raw_2025-03-01_to_2025-04-01,241.0,3302.3,1443.3,4745.6,4745.8,4785.7,4747.2,3275.1,3302.5,3249.8,0.7,13.4,50.0,27422.0,90167.0,90169.0,90928.0,90198.0
20250321_aa77f0_151623_173818,step1_raw_2025-03-01_to_2025-04-01,286.5,3849.9,1282.8,5132.7,5135.9,5565.4,5135.4,3823.1,3853.1,3817.1,1.0,68.1,344.6,24373.0,97522.0,97582.0,105744.0,97573.0
20250321_c023bd_160128_181932,step1_raw_2025-03-01_to_2025-04-01,255.0,3505.5,1255.8,4761.3,4761.9,5157.3,4807.0,3478.1,3506.0,3518.2,0.8,24.6,282.1,23860.0,90465.0,90475.0,97989.0,91334.0
20250322_3c6562_144736_165329,step1_raw_2025-03-01_to_2025-04-01,247.5,3402.3,998.6,4400.9,4401.7,4561.6,4416.4,3375.0,3403.2,3377.1,0.7,29.2,124.8,18973.0,83617.0,83633.0,86670.0,83911.0
20250322_4005be_145558_170014,step1_raw_2025-03-01_to_2025-04-01,232.2,3305.7,1335.0,4640.8,4643.6,4914.3,4652.5,3277.4,3308.6,3294.8,0.7,55.3,196.6,25366.0,88175.0,88228.0,93371.0,88397.0
20250322_4005c0_175732_203642,step1_raw_2025-03-01_to_2025-04-01,237.2,3320.6,1603.5,4924.0,4924.1,5148.4,4936.4,3292.7,3320.6,3292.6,0.7,8.1,187.3,30466.0,93557.0,93558.0,97819.0,93792.0
20250322_4006c1_150944_174429,step1_raw_2025-03-01_to_2025-04-01,231.8,3243.3,1728.7,4971.9,4972.9,5083.5,4985.2,3215.4,3244.2,3201.3,0.7,29.9,114.8,32845.0,94467.0,94485.0,96587.0,94720.0
20250322_400775_163728_191424,step1_raw_2025-03-01_to_2025-04-01,233.2,3315.1,1584.5,4899.6,4899.7,5143.4,4912.2,3286.7,3315.1,3295.8,0.7,10.0,179.8,30106.0,93092.0,93094.0,97725.0,93332.0
20250322_4007fa_200456_222743,step1_raw_2025-03-01_to_2025-04-01,239.5,3377.1,1006.4,4383.5,4383.5,4749.6,4420.2,3349.0,3377.1,3380.8,0.7,1.9,254.7,19122.0,83286.0,83286.0,90242.0,83983.0
20250322_406890_165234_185813,step1_raw_2025-03-01_to_2025-04-01,238.8,3343.6,1409.8,4753.4,4753.9,4904.8,4782.5,3315.7,3344.1,3292.8,0.7,23.6,155.6,26786.0,90314.0,90324.0,93191.0,90867.0
20250322_461f07_192000_214255,step1_raw_2025-03-01_to_2025-04-01,296.2,3997.5,1152.3,5149.8,5150.8,5160.1,5202.8,3970.6,3998.5,3956.1,0.8,38.1,33.6,21894.0,97846.0,97866.0,98042.0,98854.0
20250322_4ba959_195330_220030,step1_raw_2025-03-01_to_2025-04-01,268.0,3698.6,919.8,4618.5,4619.2,4635.1,4639.4,3671.1,3699.3,3635.2,0.8,32.2,53.6,17477.0,87751.0,87765.0,88066.0,88149.0
20250322_4bb142_182611_210241,step1_raw_2025-03-01_to_2025-04-01,231.2,3275.7,1650.1,4925.8,4930.6,5157.7,4939.2,3247.4,3280.5,3256.7,0.7,73.1,170.2,31352.0,93590.0,93681.0,97997.0,93845.0
20250322_4ca87d_185143_215539,step1_raw_2025-03-01_to_2025-04-01,269.2,3696.6,1600.0,5296.6,5303.8,5605.2,5318.8,3669.2,3703.8,3671.4,0.9,97.6,244.8,30399.0,100635.0,100772.0,106499.0,101058.0
20250322_aac6ee_155440_182830,step1_raw_2025-03-01_to_2025-04-01,262.0,3704.5,1462.5,5166.9,5168.5,5534.3,5176.7,3676.3,3706.0,3648.6,0.9,43.9,308.4,27787.0,98172.0,98201.0,105152.0,98357.0
20250322_c01759_161926_184100,step1_raw_2025-03-01_to_2025-04-01,245.8,3465.1,1249.1,4714.2,4714.5,5096.7,4752.8,3437.0,3465.4,3464.3,0.8,19.1,277.1,23734.0,89570.0,89575.0,96837.0,90303.0
20250323_0201a3_184141_211045,step1_raw_2025-03-01_to_2025-04-01,302.5,4311.2,710.9,5022.1,5023.4,5364.2,5025.8,4282.7,4312.5,4194.2,1.2,48.7,318.9,13507.0,95419.0,95446.0,101920.0,95490.0
20250323_34530c_183623_204155,step1_raw_2025-03-01_to_2025-04-01,251.8,3627.7,1524.2,5151.9,5152.6,5486.6,5170.1,3599.0,3628.4,3564.7,0.9,29.2,279.3,28960.0,97886.0,97899.0,104246.0,98232.0
20250323_4d211a_180417_203843,step1_raw_2025-03-01_to_2025-04-01,270.8,3870.9,897.1,4768.1,4768.3,5134.2,4777.5,3842.5,3871.1,3811.3,1.0,17.1,317.4,17046.0,90594.0,90597.0,97550.0,90773.0
20250324_4005ba_181510_214742,step1_raw_2025-03-01_to_2025-04-01,328.0,4342.3,933.9,5276.2,5278.9,5299.4,5300.3,4315.9,4344.9,4280.5,1.2,64.9,57.9,17745.0,100248.0,100298.0,100689.0,100705.0
20250324_4005bb_145002_170622,step1_raw_2025-03-01_to_2025-04-01,229.0,3338.2,1340.2,4678.4,4678.4,4747.4,4703.6,3309.2,3338.2,3271.5,0.7,3.2,99.0,25463.0,88889.0,88889.0,90201.0,89369.0
20250324_4007f1_153356_180448,step1_raw_2025-03-01_to_2025-04-01,235.0,3356.0,1475.1,4831.2,4831.2,4838.1,4862.8,3327.6,3356.1,3285.4,0.7,6.5,30.0,28027.0,91792.0,91793.0,91923.0,92393.0
20250324_aaba9a_160347_190034,step1_raw_2025-03-01_to_2025-04-01,303.0,4035.6,1399.2,5434.8,5444.8,5990.7,5469.3,4009.1,4045.6,4045.0,1.1,121.4,426.7,26585.0,103262.0,103451.0,113823.0,103916.0
20250325_4b18fe_155419_193400,step1_raw_2025-03-01_to_2025-04-01,338.0,4536.0,1119.9,5655.9,5656.0,6063.9,5674.6,4509.2,4536.0,4577.9,1.3,8.5,317.8,21279.0,107462.0,107463.0,115214.0,107818.0
20250325_4d20d6_144554_174451,step1_raw_2025-03-01_to_2025-04-01,236.0,3336.5,1396.1,4732.5,4732.6,4758.1,4743.2,3308.3,3336.5,3285.0,0.7,7.2,53.3,26525.0,89918.0,89919.0,90404.0,90120.0
20250326_4006c1_151222_174303,step1_raw_2025-03-01_to_2025-04-01,312.8,4388.6,1004.0,5392.6,5400.5,5847.4,5496.6,4360.6,4396.5,4455.4,1.2,111.9,373.4,19076.0,102459.0,102609.0,111101.0,104435.0
20250326_400772_162850_195321,step1_raw_2025-03-01_to_2025-04-01,317.2,4368.3,1222.9,5591.3,5605.1,6115.5,5698.3,4340.8,4382.1,4456.4,1.2,149.8,379.2,23236.0,106234.0,106496.0,116194.0,108268.0
20250326_4007ed_150400_173415,step1_raw_2025-03-01_to_2025-04-01,315.8,4301.6,884.9,5186.6,5195.0,5616.9,5294.5,4274.5,4310.0,4336.6,1.2,114.3,318.6,16814.0,98545.0,98704.0,106721.0,100595.0
20250326_4b187a_145931_171714,step1_raw_2025-03-01_to_2025-04-01,326.8,4101.2,583.5,4684.7,4704.7,5221.2,4789.4,4076.2,4121.2,4143.2,1.1,173.4,405.3,11087.0,89010.0,89390.0,99204.0,90999.0
20250327_3c4b27_165835_192606,step1_raw_2025-03-01_to_2025-04-01,267.0,3740.6,1173.4,4914.0,4918.0,5016.6,4985.2,3712.6,3744.6,3673.7,0.8,74.1,166.0,22296.0,93366.0,93443.0,95316.0,94719.0
20250327_4005be_152307_180241,step1_raw_2025-03-01_to_2025-04-01,253.5,3434.4,1301.7,4736.1,4737.2,4739.7,4779.3,3407.4,3435.5,3360.3,0.7,36.3,73.9,24732.0,89985.0,90006.0,90055.0,90807.0
20250327_4005c0_141441_162747,step1_raw_2025-03-01_to_2025-04-01,264.8,3605.6,810.3,4415.9,4419.4,4515.1,4482.4,3578.5,3609.1,3533.1,0.8,66.7,176.9,15395.0,83902.0,83968.0,85787.0,85165.0
20250327_400684_163017_190627,step1_raw_2025-03-01_to_2025-04-01,253.2,3445.4,1140.2,4585.6,4622.5,4620.8,4634.7,3418.3,3482.3,3384.2,0.7,213.7,152.1,21663.0,87126.0,87827.0,87796.0,88059.0
20250327_400772_144422_182542,step1_raw_2025-03-01_to_2025-04-01,320.2,4500.4,1302.2,5802.6,5821.3,6341.1,5952.9,4472.4,4519.1,4586.8,1.3,177.5,416.3,24742.0,110250.0,110605.0,120482.0,113105.0
20250327_400773_181306_204839,step1_raw_2025-03-01_to_2025-04-01,253.5,3432.8,1276.1,4708.9,4750.0,4773.6,4759.1,3405.8,3473.9,3367.0,0.7,218.4,159.7,24246.0,89468.0,90251.0,90698.0,90423.0
20250327_4007ee_143845_180649,step1_raw_2025-03-01_to_2025-04-01,341.5,4770.9,1021.3,5792.2,5824.8,6288.4,5917.3,4743.1,4803.5,4858.8,1.4,241.9,386.7,19404.0,110051.0,110671.0,119480.0,112428.0
20250327_406ec9_140842_163151,step1_raw_2025-03-01_to_2025-04-01,316.8,4496.2,820.1,5316.4,5373.6,5840.2,5437.5,4467.9,4553.5,4580.4,1.3,311.3,385.6,15583.0,101011.0,102099.0,110963.0,103313.0
