segment_id,processing_day,icao24,segment_start_time,segment_end_time,gap_duration_minutes,adsc_point_count,segment_callsign,flight_callsign,flight_start_time,flight_end_time,estdepartureairport,estarrivalairport,is_valid,reasons,before_count,during_count,after_count,before_boundary_speed_kts,after_boundary_speed_kts,max_internal_speed_kts,median_internal_speed_kts,artifact_dir,adsc_path,adsb_before_path,adsb_after_path,stitched_minimal_path,metadata_path
20240312_407798_153759_162610,2024-03-12,407798,2024-03-12 15:37:59,2024-03-12 16:26:10,48.18333333333333,2,,BAW5BM,2024-03-12 13:39:40,2024-03-12 20:14:12,EGLL,KBOS,True,[],3803,0,4085,455.3321234590599,471.99466834080295,473.7567947257613,473.7567947257613,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_407798_153759_162610,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_407798_153759_162610/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_407798_153759_162610/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_407798_153759_162610/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_407798_153759_162610/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_407798_153759_162610/metadata.json
20240312_706058_154723_171921,2024-03-12,706058,2024-03-12 15:47:23,2024-03-12 17:19:21,91.96666666666667,4,,KAC117,2024-03-12 08:40:39,2024-03-12 21:07:29,OKBK,KJFK,True,[],5716,0,5572,439.9477863236499,474.0655066634765,485.77388059810164,479.8182889986679,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_706058_154723_171921,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_706058_154723_171921/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_706058_154723_171921/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_706058_154723_171921/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_706058_154723_171921/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_706058_154723_171921/metadata.json
20240312_06a0fe_155254_163430,2024-03-12,06a0fe,2024-03-12 15:52:54,2024-03-12 16:34:30,41.6,3,,QTR64C,2024-03-12 00:36:52,2024-03-12 20:42:36,VIDP,KBOS,True,[],5055,0,4507,459.9355819496098,475.2553726827898,482.8198807181239,480.24072966013875,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_06a0fe_155254_163430,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_06a0fe_155254_163430/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_06a0fe_155254_163430/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_06a0fe_155254_163430/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_06a0fe_155254_163430/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_06a0fe_155254_163430/metadata.json
20240312_7103d6_155901_162237,2024-03-12,7103d6,2024-03-12 15:59:01,2024-03-12 16:22:37,23.6,2,,SVA061,2024-03-11 21:03:52,2024-03-12 20:54:07,,CYYZ,True,[],1249,0,3910,490.9292532699411,475.5946006894003,490.491604058482,490.491604058482,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_7103d6_155901_162237,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_7103d6_155901_162237/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_7103d6_155901_162237/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_7103d6_155901_162237/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_7103d6_155901_162237/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_7103d6_155901_162237/metadata.json
20240312_a75da8_162049_165657,2024-03-12,a75da8,2024-03-12 16:20:49,2024-03-12 16:56:57,36.13333333333333,3,,DAL177,2024-03-12 14:54:07,2024-03-12 22:34:30,EIDW,KATL,True,[],2640,0,10581,446.0861550278121,476.38625212368646,469.83390975949527,469.1174124813112,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_a75da8_162049_165657,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_a75da8_162049_165657/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_a75da8_162049_165657/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_a75da8_162049_165657/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_a75da8_162049_165657/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_a75da8_162049_165657/metadata.json
20240312_39d2a2_162233_170409,2024-03-12,39d2a2,2024-03-12 16:22:33,2024-03-12 17:04:09,41.6,3,,AFR062,2024-03-12 13:38:22,2024-03-12 21:07:28,LFPG,KEWR,True,[],1854,0,5814,438.5519718749734,478.05773213673984,423.03128956158025,422.6452720621475,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39d2a2_162233_170409,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39d2a2_162233_170409/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39d2a2_162233_170409/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39d2a2_162233_170409/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39d2a2_162233_170409/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39d2a2_162233_170409/metadata.json
20240312_40688b_163354_193412,2024-03-12,40688b,2024-03-12 16:33:54,2024-03-12 19:34:12,180.3,5,,BAW9155,2024-03-12 13:47:04,2024-03-12 23:56:06,EGLL,FAOR,True,[],3840,0,909,495.28592512943686,481.2261635821577,543.1604988419257,512.611742104798,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_40688b_163354_193412,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_40688b_163354_193412/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_40688b_163354_193412/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_40688b_163354_193412/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_40688b_163354_193412/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_40688b_163354_193412/metadata.json
20240312_39cf0c_164121_171945,2024-03-12,39cf0c,2024-03-12 16:41:21,2024-03-12 17:19:45,38.4,2,,AFR480,2024-03-12 14:47:34,2024-03-13 02:48:53,LFPG,SPJC,True,[],4601,0,1833,454.8071975467722,491.4243554015264,441.9041935435329,441.9041935435329,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39cf0c_164121_171945,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39cf0c_164121_171945/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39cf0c_164121_171945/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39cf0c_164121_171945/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39cf0c_164121_171945/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_39cf0c_164121_171945/metadata.json
20240312_4078b8_164155_175504,2024-03-12,4078b8,2024-03-12 16:41:55,2024-03-12 17:55:04,73.15,4,,BAW9L,2024-03-12 15:00:10,2024-03-12 22:09:59,EGLL,CYYZ,True,[],4105,0,3969,443.7159575352707,483.2226390024284,481.0386107195209,478.05831435341946,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_4078b8_164155_175504,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_4078b8_164155_175504/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_4078b8_164155_175504/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_4078b8_164155_175504/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_4078b8_164155_175504/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_4078b8_164155_175504/metadata.json
20240312_406891_164903_174430,2024-03-12,406891,2024-03-12 16:49:03,2024-03-12 17:44:30,55.45,2,,BAW7W,2024-03-12 14:58:15,2024-03-12 22:25:29,EGLL,KIAD,True,[],4709,0,7727,432.5645751614258,474.1589139399937,452.29827502886167,452.29827502886167,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_406891_164903_174430,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_406891_164903_174430/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_406891_164903_174430/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_406891_164903_174430/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_406891_164903_174430/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20240312_20240313/flights/20240312_406891_164903_174430/metadata.json
