segment_id,processing_day,icao24,segment_start_time,segment_end_time,gap_duration_minutes,adsc_point_count,segment_callsign,flight_callsign,flight_start_time,flight_end_time,estdepartureairport,estarrivalairport,is_valid,reasons,before_count,during_count,after_count,before_boundary_speed_kts,after_boundary_speed_kts,max_internal_speed_kts,median_internal_speed_kts,artifact_dir,adsc_path,adsb_before_path,adsb_after_path,stitched_minimal_path,metadata_path
20250301_3c4b2a_173209_195634,2025-03-01,3c4b2a,2025-03-01 17:32:09,2025-03-01 19:56:34,144.41666666666666,6,,DLH402,2025-03-01 15:18:11,2025-03-01 23:36:35,EDDF,KEWR,True,[],7089,0,3144,614.2435247409328,393.55403186608686,456.04667224038747,412.1753544382211,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_3c4b2a_173209_195634,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_3c4b2a_173209_195634/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_3c4b2a_173209_195634/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_3c4b2a_173209_195634/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_3c4b2a_173209_195634/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_3c4b2a_173209_195634/metadata.json
20250301_4ba959_190800_215049,2025-03-01,4ba959,2025-03-01 19:08:00,2025-03-01 21:50:49,162.81666666666666,5,,THY1,2025-03-01 15:02:04,2025-03-02 01:22:04,,KJFK,True,[],10318,0,3839,516.2875692508796,396.5522769518884,498.90298953214483,449.46756768049306,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_4ba959_190800_215049,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_4ba959_190800_215049/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_4ba959_190800_215049/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_4ba959_190800_215049/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_4ba959_190800_215049/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250301_4ba959_190800_215049/metadata.json
20250302_89640a_163509_184511,2025-03-02,89640a,2025-03-02 16:35:09,2025-03-02 18:45:11,130.03333333333333,7,,ETD11B,2025-03-02 08:35:17,2025-03-02 22:44:26,,KJFK,True,[],9074,0,3659,562.0980362669019,396.391768001619,474.64188057306353,436.2042304612051,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_89640a_163509_184511,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_89640a_163509_184511/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_89640a_163509_184511/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_89640a_163509_184511/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_89640a_163509_184511/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_89640a_163509_184511/metadata.json
20250302_0201a4_194551_215039,2025-03-02,0201a4,2025-03-02 19:45:51,2025-03-02 21:50:39,124.8,4,,RAM208M,2025-03-02 06:41:22,2025-03-03 01:48:22,,CYUL,True,[],2183,0,1137,702.1535760545833,401.6873375169353,480.92016449450057,460.55076125634287,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_0201a4_194551_215039,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_0201a4_194551_215039/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_0201a4_194551_215039/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_0201a4_194551_215039/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_0201a4_194551_215039/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250302_0201a4_194551_215039/metadata.json
20250304_4ba953_191906_215613,2025-03-04,4ba953,2025-03-04 19:19:06,2025-03-04 21:56:13,157.11666666666667,4,,THY17W,2025-03-04 15:11:09,2025-03-05 01:22:24,,CYYZ,True,[],10279,0,329,705.3336250935852,451.30571965419307,444.05860277051744,427.04690282146026,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4ba953_191906_215613,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4ba953_191906_215613/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4ba953_191906_215613/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4ba953_191906_215613/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4ba953_191906_215613/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4ba953_191906_215613/metadata.json
20250304_4bb144_192206_215822,2025-03-04,4bb144,2025-03-04 19:22:06,2025-03-04 21:58:22,156.26666666666668,5,,THY31K,2025-03-04 15:01:13,2025-03-05 02:30:52,,KATL,True,[],9403,0,3378,533.1009023048895,452.5844667758778,441.58907383705105,418.081020146072,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4bb144_192206_215822,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4bb144_192206_215822/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4bb144_192206_215822/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4bb144_192206_215822/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4bb144_192206_215822/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_4bb144_192206_215822/metadata.json
20250304_a92d6d_201021_222220,2025-03-04,a92d6d,2025-03-04 20:10:21,2025-03-04 22:22:20,131.98333333333332,6,,UAL933,2025-03-04 18:19:12,2025-03-05 02:42:59,EDDF,KIAD,True,[],6030,0,3888,708.8112984099363,445.02911512388073,451.76062604092226,410.65909271278076,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_a92d6d_201021_222220,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_a92d6d_201021_222220/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_a92d6d_201021_222220/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_a92d6d_201021_222220/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_a92d6d_201021_222220/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250304_a92d6d_201021_222220/metadata.json
20250310_400685_181456_204133,2025-03-10,400685,2025-03-10 18:14:56,2025-03-10 20:41:33,146.61666666666667,13,,BAW19N,2025-03-10 16:49:15,2025-03-10 23:33:46,EGLL,TXKF,True,[],4243,0,235,630.7253412568718,412.2156629732499,519.6121499954537,487.09338477245984,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_400685_181456_204133,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_400685_181456_204133/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_400685_181456_204133/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_400685_181456_204133/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_400685_181456_204133/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_400685_181456_204133/metadata.json
20250310_4ca87d_191327_212126,2025-03-10,4ca87d,2025-03-10 19:13:27,2025-03-10 21:21:26,127.98333333333333,7,,ITY610,2025-03-10 16:10:43,2025-03-11 00:37:44,LIRF,KJFK,True,[],9657,0,4554,617.122166555363,468.0805377361954,493.1852231541252,485.92801910396804,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_4ca87d_191327_212126,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_4ca87d_191327_212126/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_4ca87d_191327_212126/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_4ca87d_191327_212126/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_4ca87d_191327_212126/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_4ca87d_191327_212126/metadata.json
20250310_461f08_191353_213810,2025-03-10,461f08,2025-03-10 19:13:53,2025-03-10 21:38:10,144.28333333333333,15,,FIN15,2025-03-10 17:04:30,2025-03-11 01:30:02,EFHK,KJFK,True,[],6744,0,3384,649.6008462046821,467.9925686873496,475.0279315013646,460.5022565768471,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_461f08_191353_213810,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_461f08_191353_213810/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_461f08_191353_213810/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_461f08_191353_213810/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_461f08_191353_213810/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/step1_raw_2025_01_2025_03/flights/20250310_461f08_191353_213810/metadata.json
