segment_id,processing_day,icao24,segment_start_time,segment_end_time,gap_duration_minutes,adsc_point_count,segment_callsign,flight_callsign,flight_start_time,flight_end_time,estdepartureairport,estarrivalairport,is_valid,reasons,before_count,during_count,after_count,before_boundary_speed_kts,after_boundary_speed_kts,max_internal_speed_kts,median_internal_speed_kts,artifact_dir,adsc_path,adsb_before_path,adsb_after_path,stitched_minimal_path,metadata_path
20241002_ab6380_011018_025025,2024-10-02,ab6380,2024-10-02 01:10:18,2024-10-02 02:50:25,100.11666666666666,4,,AAL160,2024-10-01 23:36:48,2024-10-02 09:05:59,KORD,LGAV,True,[],869,0,10729,562.2927493539801,557.4671722269462,576.028666097699,568.2042074113034,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab6380_011018_025025,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab6380_011018_025025/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab6380_011018_025025/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab6380_011018_025025/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab6380_011018_025025/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab6380_011018_025025/metadata.json
20241002_c0411d_012249_022705,2024-10-02,c0411d,2024-10-02 01:22:49,2024-10-02 02:27:05,64.26666666666667,3,,CNK1,2024-10-02 00:55:22,2024-10-02 08:40:29,KTEB,LFMN,True,[],3636,0,9241,584.6826264243256,580.0566246057425,581.8221919900739,574.7743307948285,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_c0411d_012249_022705,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_c0411d_012249_022705/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_c0411d_012249_022705/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_c0411d_012249_022705/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_c0411d_012249_022705/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_c0411d_012249_022705/metadata.json
20241002_408092_013245_024205,2024-10-02,408092,2024-10-02 01:32:45,2024-10-02 02:42:05,69.33333333333333,4,,BAW9E,2024-10-02 01:06:19,2024-10-02 07:16:27,KEWR,EGLL,True,[],3224,0,4720,540.9532204789674,508.67149062180334,545.3075376470416,539.6598703965484,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_408092_013245_024205,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_408092_013245_024205/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_408092_013245_024205/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_408092_013245_024205/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_408092_013245_024205/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_408092_013245_024205/metadata.json
20241002_4aca65_015441_031933,2024-10-02,4aca65,2024-10-02 01:54:41,2024-10-02 03:19:33,84.86666666666666,4,,SAS928,2024-10-02 01:29:24,2024-10-02 08:14:45,KBOS,EKCH,True,[],2674,0,5214,508.39322640600244,511.4176492485747,519.1405453571011,511.4582180031901,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_4aca65_015441_031933,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_4aca65_015441_031933/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_4aca65_015441_031933/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_4aca65_015441_031933/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_4aca65_015441_031933/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_4aca65_015441_031933/metadata.json
20241002_a74505_020913_032522,2024-10-02,a74505,2024-10-02 02:09:13,2024-10-02 03:25:22,76.15,2,,DAL214,2024-10-02 00:24:23,2024-10-02 09:09:55,KATL,LIRF,True,[],3260,0,9077,549.1971932576596,522.5419168600498,540.7271450909404,540.7271450909404,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_a74505_020913_032522,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_a74505_020913_032522/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_a74505_020913_032522/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_a74505_020913_032522/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_a74505_020913_032522/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_a74505_020913_032522/metadata.json
20241002_400683_021935_032856,2024-10-02,400683,2024-10-02 02:19:35,2024-10-02 03:28:56,69.35,3,,BAW216,2024-10-02 01:16:24,2024-10-02 08:09:19,KIAD,EGLL,True,[],3127,0,5497,538.8208429695557,505.9765226354894,550.9274433236055,538.4272882297832,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_400683_021935_032856,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_400683_021935_032856/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_400683_021935_032856/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_400683_021935_032856/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_400683_021935_032856/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_400683_021935_032856/metadata.json
20241002_407fcc_023904_034248,2024-10-02,407fcc,2024-10-02 02:39:04,2024-10-02 03:42:48,63.733333333333334,5,,BAW9NF,2024-10-02 01:49:40,2024-10-02 08:17:39,KPHL,EGLL,True,[],2924,0,5232,548.2165043517776,505.52506304015805,541.4879352209598,525.9614599620445,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_407fcc_023904_034248,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_407fcc_023904_034248/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_407fcc_023904_034248/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_407fcc_023904_034248/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_407fcc_023904_034248/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_407fcc_023904_034248/metadata.json
20241002_ab5867_024106_035025,2024-10-02,ab5867,2024-10-02 02:41:06,2024-10-02 03:50:25,69.31666666666666,3,,AAL722,2024-10-02 02:01:49,2024-10-02 07:55:07,KPHL,EIDW,True,[],3672,0,3107,519.9578867396511,497.08495795281215,520.5158992043043,516.2291139957596,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab5867_024106_035025,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab5867_024106_035025/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab5867_024106_035025/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab5867_024106_035025/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab5867_024106_035025/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ab5867_024106_035025/metadata.json
20241002_406948_024217_035121,2024-10-02,406948,2024-10-02 02:42:17,2024-10-02 03:51:21,69.06666666666666,5,,BAW40F,2024-10-02 01:59:47,2024-10-02 08:32:28,KJFK,EGLL,True,[],2903,0,5375,525.6665583531116,489.0112171786194,540.8557441077947,526.8872838202155,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_406948_024217_035121,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_406948_024217_035121/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_406948_024217_035121/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_406948_024217_035121/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_406948_024217_035121/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_406948_024217_035121/metadata.json
20241002_ac1df7_032521_043441,2024-10-02,ac1df7,2024-10-02 03:25:21,2024-10-02 04:34:41,69.33333333333333,4,,AAL714,2024-10-02 02:44:13,2024-10-02 10:04:27,KPHL,LIPZ,True,[],1018,0,8014,547.4274248227205,527.6118641062616,564.0362995056511,560.5533887122949,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ac1df7_032521_043441,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ac1df7_032521_043441/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ac1df7_032521_043441/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ac1df7_032521_043441/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ac1df7_032521_043441/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-10-01_to_2024-11-01/flights/20241002_ac1df7_032521_043441/metadata.json
