segment_id,processing_day,icao24,segment_start_time,segment_end_time,gap_duration_minutes,adsc_point_count,segment_callsign,flight_callsign,flight_start_time,flight_end_time,estdepartureairport,estarrivalairport,is_valid,reasons,before_count,during_count,after_count,before_boundary_speed_kts,after_boundary_speed_kts,max_internal_speed_kts,median_internal_speed_kts,artifact_dir,adsc_path,adsb_before_path,adsb_after_path,stitched_minimal_path,metadata_path
20240220_406a9c_172800_183232,2024-02-20,406a9c,2024-02-20 17:28:00,2024-02-20 18:32:32,64.53333333333333,2,,BAW22B,2024-02-20 17:46:31,2024-02-21 01:26:44,EGLL,KBWI,True,[],5180,0,1039,548.9819140061902,460.3930314970565,439.7160919476527,439.7160919476527,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240220_406a9c_172800_183232,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240220_406a9c_172800_183232/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240220_406a9c_172800_183232/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240220_406a9c_172800_183232/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240220_406a9c_172800_183232/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240220_406a9c_172800_183232/metadata.json
20240221_a85c0b_151304_162931,2024-02-21,a85c0b,2024-02-21 15:13:04,2024-02-21 16:29:31,76.45,2,,N638GA,2024-02-21 15:41:20,2024-02-21 22:46:41,EGGW,KTEB,True,[],4720,0,2205,458.1890945207672,451.07021857780325,461.4776183728818,461.4776183728818,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_a85c0b_151304_162931,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_a85c0b_151304_162931/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_a85c0b_151304_162931/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_a85c0b_151304_162931/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_a85c0b_151304_162931/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_a85c0b_151304_162931/metadata.json
20240221_ac21af_155459_170552,2024-02-21,ac21af,2024-02-21 15:54:59,2024-02-21 17:05:52,70.88333333333334,2,,AAL719,2024-02-21 14:24:44,2024-02-21 23:49:14,LIRF,KPHL,True,[],9447,0,1620,521.8675835049288,430.3638116923127,448.05446235472107,448.05446235472107,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_ac21af_155459_170552,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_ac21af_155459_170552/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_ac21af_155459_170552/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_ac21af_155459_170552/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_ac21af_155459_170552/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240221_ac21af_155459_170552/metadata.json
20240222_407af3_152329_163716,2024-02-22,407af3,2024-02-22 15:23:29,2024-02-22 16:37:16,73.78333333333333,5,,BAW5BM,2024-02-22 15:49:42,2024-02-22 22:58:28,EGLL,KBOS,True,[],4636,0,758,594.5135790091608,413.141814949331,453.50434193006566,451.4594887576698,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_407af3_152329_163716,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_407af3_152329_163716/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_407af3_152329_163716/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_407af3_152329_163716/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_407af3_152329_163716/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_407af3_152329_163716/metadata.json
20240222_3c6519_153712_170336,2024-02-22,3c6519,2024-02-22 15:37:12,2024-02-22 17:03:36,86.4,2,,DLH542,2024-02-22 15:05:33,2024-02-23 01:14:38,EDDF,,True,[],7457,0,2302,484.89203844446604,437.0467813750364,419.02561632821994,419.02561632821994,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c6519_153712_170336,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c6519_153712_170336/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c6519_153712_170336/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c6519_153712_170336/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c6519_153712_170336/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c6519_153712_170336/metadata.json
20240222_3c4b29_163411_174300,2024-02-22,3c4b29,2024-02-22 16:34:11,2024-02-22 17:43:00,68.81666666666666,5,,DLH402,2024-02-22 15:32:00,2024-02-22 23:40:19,EDDF,KEWR,True,[],6416,0,645,496.39021798822176,419.37009368466346,460.2517023876542,452.4352148654106,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c4b29_163411_174300,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c4b29_163411_174300/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c4b29_163411_174300/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c4b29_163411_174300/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c4b29_163411_174300/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240222_3c4b29_163411_174300/metadata.json
20240223_3c670c_181559_192519,2024-02-23,3c670c,2024-02-23 18:15:59,2024-02-23 19:25:19,69.33333333333333,2,,DLH412,2024-02-23 17:38:13,2024-02-24 02:21:55,EDDM,KEWR,True,[],7287,0,238,509.51189303393113,420.1684146964018,405.45298686034374,405.45298686034374,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240223_3c670c_181559_192519,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240223_3c670c_181559_192519/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240223_3c670c_181559_192519/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240223_3c670c_181559_192519/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240223_3c670c_181559_192519/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240223_3c670c_181559_192519/metadata.json
20240224_c0104f_153519_164921,2024-02-24,c0104f,2024-02-24 15:35:19,2024-02-24 16:49:21,74.03333333333333,2,,ACA865,2024-02-24 15:38:46,2024-02-24 22:31:03,EGLL,CYUL,True,[],4872,0,1473,453.99959846769724,416.5934361912863,447.3722549581122,447.3722549581122,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_c0104f_153519_164921,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_c0104f_153519_164921/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_c0104f_153519_164921/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_c0104f_153519_164921/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_c0104f_153519_164921/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_c0104f_153519_164921/metadata.json
20240224_4b187c_155631_171515,2024-02-24,4b187c,2024-02-24 15:56:31,2024-02-24 17:15:15,78.73333333333333,4,,SWR14V,2024-02-24 14:26:06,2024-02-24 23:27:46,LSZH,KJFK,True,[],8360,0,2588,470.2661806045249,402.21618982538433,434.0906696315636,430.7189549335211,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_4b187c_155631_171515,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_4b187c_155631_171515/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_4b187c_155631_171515/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_4b187c_155631_171515/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_4b187c_155631_171515/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_4b187c_155631_171515/metadata.json
20240224_3965ad_163659_174035,2024-02-24,3965ad,2024-02-24 16:36:59,2024-02-24 17:40:35,63.6,2,,AFR650,2024-02-24 16:37:55,2024-02-25 02:24:27,LFPG,,True,[],6435,0,319,625.6323297233232,416.1196186062824,457.42417152753706,457.42417152753706,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_3965ad_163659_174035,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_3965ad_163659_174035/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_3965ad_163659_174035/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_3965ad_163659_174035/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_3965ad_163659_174035/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/try/artifacts/new/step1_raw_2024-02-01_to_2024-03-01/flights/20240224_3965ad_163659_174035/metadata.json
