segment_id,processing_day,icao24,segment_start_time,segment_end_time,gap_duration_minutes,adsc_point_count,segment_callsign,flight_callsign,flight_start_time,flight_end_time,estdepartureairport,estarrivalairport,is_valid,reasons,before_count,during_count,after_count,before_boundary_speed_kts,after_boundary_speed_kts,max_internal_speed_kts,median_internal_speed_kts,artifact_dir,adsc_path,adsb_before_path,adsb_after_path,stitched_minimal_path,metadata_path
20250114_a17a8f_235026_005946,2025-01-14,a17a8f,2025-01-14 23:50:26,2025-01-15 00:59:46,69.33333333333333,3,,TFF966,2025-01-14 20:12:23,2025-01-15 04:19:59,EDDN,KTEB,True,[],2285,0,6139,435.59411368785896,447.7384382047157,452.7873163636556,451.0092307999803,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_a17a8f_235026_005946,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_a17a8f_235026_005946/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_a17a8f_235026_005946/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_a17a8f_235026_005946/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_a17a8f_235026_005946/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_a17a8f_235026_005946/metadata.json
20250114_e48df6_235447_011515,2025-01-14,e48df6,2025-01-14 23:54:47,2025-01-15 01:15:15,80.46666666666667,3,,TAM8085,2025-01-14 22:39:16,2025-01-15 09:42:46,EGLL,SBMT,True,[],3510,0,2663,599.3720674940677,455.5654653869346,499.1498390409236,497.04252090294517,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_e48df6_235447_011515,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_e48df6_235447_011515/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_e48df6_235447_011515/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_e48df6_235447_011515/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_e48df6_235447_011515/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250114_e48df6_235447_011515/metadata.json
20250115_40621d_000104_014602,2025-01-15,40621d,2025-01-15 00:01:04,2025-01-15 01:46:02,104.96666666666667,5,,BAW43,2025-01-14 20:54:35,2025-01-15 08:21:08,EGLL,FACT,True,[],3302,0,901,473.080170531461,477.9793712483435,453.521681855611,437.42701613962794,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_40621d_000104_014602,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_40621d_000104_014602/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_40621d_000104_014602/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_40621d_000104_014602/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_40621d_000104_014602/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_40621d_000104_014602/metadata.json
20250115_77058d_000943_001831,2025-01-15,77058d,2025-01-15 00:09:43,2025-01-15 00:18:31,8.8,4,,ALK553,2025-01-14 09:19:39,2025-01-15 08:43:54,YSSY,EDDF,True,[],1043,0,4100,491.3162978458868,391.0770939565844,513.2386524941029,469.3682874944042,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_77058d_000943_001831,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_77058d_000943_001831/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_77058d_000943_001831/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_77058d_000943_001831/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_77058d_000943_001831/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_77058d_000943_001831/metadata.json
20250115_3965aa_001242_003507,2025-01-15,3965aa,2025-01-15 00:12:42,2025-01-15 00:35:07,22.416666666666668,5,,AFR198,2025-01-14 17:24:23,2025-01-15 04:50:12,LFPG,VTBS,True,[],1754,0,2981,569.6724391912555,513.4871933932237,540.4010987845596,526.3198557895917,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_3965aa_001242_003507,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_3965aa_001242_003507/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_3965aa_001242_003507/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_3965aa_001242_003507/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_3965aa_001242_003507/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_3965aa_001242_003507/metadata.json
20250115_4074e3_002451_040549,2025-01-15,4074e3,2025-01-15 00:24:51,2025-01-15 04:05:49,220.96666666666667,8,,BAW44,2025-01-14 22:06:37,2025-01-15 09:30:50,FACT,EGLL,True,[],246,0,8425,483.0128537300124,487.8744258927361,498.9707713991787,484.29556246258716,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e3_002451_040549,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e3_002451_040549/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e3_002451_040549/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e3_002451_040549/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e3_002451_040549/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e3_002451_040549/metadata.json
20250115_4080b6_010723_032417,2025-01-15,4080b6,2025-01-15 01:07:23,2025-01-15 03:24:17,136.9,4,,BAW74,2025-01-15 00:46:55,2025-01-15 06:36:44,,EGLL,True,[],201,0,8676,479.4184059955963,500.7508612320039,527.8953829529,522.6699348570046,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4080b6_010723_032417,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4080b6_010723_032417/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4080b6_010723_032417/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4080b6_010723_032417/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4080b6_010723_032417/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4080b6_010723_032417/metadata.json
20250115_484371_013533_031135,2025-01-15,484371,2025-01-15 01:35:33,2025-01-15 03:11:35,96.03333333333333,4,,KLM104,2025-01-14 23:28:37,2025-01-15 10:53:59,FACT,EHAM,True,[],546,0,2732,483.41365581221373,488.9602302858002,507.4599754844654,503.2437212415004,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_484371_013533_031135,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_484371_013533_031135/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_484371_013533_031135/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_484371_013533_031135/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_484371_013533_031135/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_484371_013533_031135/metadata.json
20250115_407fcd_014523_042648,2025-01-15,407fcd,2025-01-15 01:45:23,2025-01-15 04:26:48,161.41666666666666,7,,BAW249,2025-01-15 00:30:38,2025-01-15 11:15:52,EGLL,SBGL,True,[],2982,0,4540,524.3250781924736,467.07245356189856,515.5164571551458,508.3802863005151,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_407fcd_014523_042648,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_407fcd_014523_042648/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_407fcd_014523_042648/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_407fcd_014523_042648/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_407fcd_014523_042648/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_407fcd_014523_042648/metadata.json
20250115_4074e2_015429_041112,2025-01-15,4074e2,2025-01-15 01:54:29,2025-01-15 04:11:12,136.71666666666667,6,,BAW45,2025-01-14 23:06:16,2025-01-15 10:24:48,EGLL,FACT,True,[],4677,0,2192,497.6882885438137,488.57500264357935,483.2444769006951,454.55561878439556,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e2_015429_041112,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e2_015429_041112/adsc.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e2_015429_041112/adsb_before.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e2_015429_041112/adsb_after.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e2_015429_041112/stitched_minimal.parquet,C:/Users/ANTOINE/OneDrive/Desktop/aero_project/artifacts/step1_raw_20250114_20250115/flights/20250115_4074e2_015429_041112/metadata.json
